art;pr
46 2532 1821;646.6
8.8259;2360.7
8.8260;2642.52
8.8261;1976.3999999999999
8.8263;3575.8199999999997
8.8264;3564.84
8.8265;3080.5
8.8266;2605.92
8.8315;1012.6
8.8402;3940.6
8.8618;4348.08
8.8775;481.9
8.8926;2066.68
8.8927;2359.48
8.8984;699.06
9.1071;884.5
8.9009;1091.8999999999999
8.9010;1115.08
8.9060;398.94
8.9061;301.34
8.9149;2192.34
8.9158;2827.96
8.9647;3707.58
8.9893;455.06
9.0026;4449.34
8.8667;549
236-3701170-10;136.64
238-1307170;318.42
238-3701170-10;184.22
238АК-1308170-03;1001.62
238АК-4611170-03;756.4
6585.3701170;357.46
6585.3701170-10;368.44
6585.3701170-20;392.84
65802.1308170-20;9180.5
65804.3701170;441.64
7511.1307170;307.44
65802.3509170-10;3950.36
7511.3509170;380.64
8.8769;1861.72
8401.1307170;546.56
8.9924;972.34
8401.3701170;344.04
850.3701170;331.84
8401.3701002-А;1210.24
236-3906004-10;5194.76
238-3906004-10;7111.38
240-3906004-10;8725.44
240Н-3906004-10;19459
200-1701021-А;85.39999999999999
201.1701230-А;971.12
201.1702276;233.01999999999998
201.1721413;290.36
201-1012083;58.56
201-1017122-Б;10.98
201-1105552-А;26.84
201-1117116-А;30.5
201-1117118;39.04
201-1306075-А;9.76
204А-1003278;28.06
210-1701230-А;506.3
22 4831 2800;84.17999999999999
236-1002023;84.17999999999999
236-1002024-А;37.82
236-1002040-А;87.84
236-1002284-Б4;23.18
236-1002258-А3;185.44
236-1002283-А;201.29999999999998
236-1002314-В;217.16
236-1003114-В2;28.06
236-1003114-Г;26.84
236-1003210-В7;951.6
236-1003270;294.02
236-1003292;9.76
236-1008050;50.019999999999996
236-1009040-А3;702.72
236-1011296;23.18
236-1012100;15.86
236-1014272;10.98
236-1028162;45.14
236-1028246;30.5
236-1029240-Б2;501.42
236-1109045-А;50.019999999999996
236-1115026;23.18
236-1115036-А2;82.96
236-1306054-А;17.08
236-1307048-А;34.16
236-1308108;20.74
236-1308108-Б;78.08
236-1601118-Б2;15.86
236-1701042-А;47.58
236-1702014;190.32
236-1702122-01;104.92
236-1704056-А;37.82
236У-1701203-01;259.86
238-1003210-В9;1213.8999999999999
238-1003270;353.8
238-1009040-А;772.26
238-1721250-А2;281.82
238-1722061;10.98
238-3708730;67.1
238АК-1002265;114.67999999999999
238АК-1002266;119.56
238Б-1029240-Б2;300.12
238Д-1003214-Б;344.04
238Д-1003215-Б;165.92
238Д-1003500;345.26
238Д-1003523-Б;101.25999999999999
238Д-1003524;37.82
238Н-1723290;76.86
238Ф-1115132;90.28
238Ф-1118225;9.76
238БК-1118322;398.94
238Ф-1118322;47.58
855.1118322;8.54
239.1702122-01;125.66
239.1722041-01;119.56
240-1002246;9.76
240-1002252;242.78
240-1002265-А2;242.78
240-1002314;242.78
240-1002324;9.76
240-1002504-Б;20.74
240-1003213;1638.46
240-1003213-А1;1376.16
240-1003270;276.94
240-1003270-Б;119.56
240-1005576;14.64
240-1005582-Б;7.32
240-1008027;54.9
240-1008098;54.9
240-1009040-А2;828.38
240-1009075-Б;4.88
240-1014128;18.3
240-1029178;20.74
240-1104336-Б;17.08
240-1104344-А;70.76
240-1104350;28.06
240-1115026-Б;67.1
240-1306054;14.64
240-1307038;9.76
240-1307086;17.08
240-1307090-А;376.98
240-3813856;12.2
25 3111 2158;15.86
25 3111 2196;43.92
25 3111 2198;20.74
25 3111 2219;56.12
25 3111 2299;31.72
25 3111 2308;37.82
25 3111 3268;28.06
25 3111 3634;30.5
25 3111 6063;29.28
25 3111 6144;91.5
25 3111 6149;82.96
25 3111 6152;75.64
25 3111 6239;98.82
25 3111 6594;230.57999999999998
336.1701534;223.26
336.1704019;223.26
658.1014147;10.98
658.1306054-01;102.48
6585.1104344;39.04
7511.1003213;1188.28
7511.1013638;52.46
7511.1013725;64.66
7511.1013742;179.34
7511.1104344;30.5
7511.1115036;273.28
7511.1003270-02;79.3
7601.1306075;10.98
840.1002406;4.88
840.1003213-02;2881.64
840.1003213-03;1612.84
840.1003270;119.56
85504.1003270;5664.46
85504.1008027;994.3
85504.1008045;1049.2
85504.1115132;1766.56
840.1005034-01;1712.8799999999999
840.1005034-02;1640.8999999999999
840.1009072;971.12
840.1011358;10.98
840.1012083-10;47.58
840.1012083-20;43.92
840.1014128;9.76
840.1029178-10;63.44
840.1115026;48.8
855.1003206-10;3295.22
855.1306024;31.72
855.1115026-10;1506.7
855.1115036-10;1216.34
855.1118414;530.6999999999999
840.1117186;136.64
840.1303164;12.2
840.1303214;20.74
240-1303268;18.3
7511.1303268;85.39999999999999
840.1303268;17.08
855.1303268;25.62
840.1303324;12.2
8401.1115314;40.26
8401.1303312;4.88
8401.1303099;40.26
850.1009072;967.4599999999999
238-1723026-01;10.98
238Н-1723031-01;18.3
238-1723169;9.76
240-1005586-01;53.68
8.9430;289.14
8.9431;236.68
8.9432;307.44
9.0028;536.8
200271-П29;13.42
200274-П29;26.84
200276-П29;28.06
200319-П29;89.06
200325-П29;30.5
200328-П29;35.38
200333-П29;50.019999999999996
200377-П29;47.58
201420-П29;7.32
201454-П29;15.86
201456-П29;13.42
201458-П29;14.64
201460-П29;6.1
201464-П29;13.42
201466-П29;13.42
201468-П29;13.42
201495-П29;12.2
201497-П29;12.2
201501-П29;17.08
201509-П29;18.3
201544-П29;20.74
201563-П29;20.74
201-3802043;8425.32
216281-П29;47.58
236-1028122;14.64
236-1028250-Б;686.86
236-3901010-В;5003.22
236-3902150-Б РЭ;239.12
236М2-3902020 КДС;645.38
236Н-3902150 РЭ;549
236НЕ-3902020 КДС;640.5
238АК-3902020;344.04
238Б-3902020 КДС;329.4
238БЕ-3902020;611.22
238БЭ-3902020;342.82
238ДЕ-3902150 РЭ;394.06
238НД-3902020;500.2
238НД-3902150 РЭ;151.28
240-1028102;10.98
240М2-3902020;740.54
250508-П29;8.54
250511-П29;15.86
250513-П29;12.2
250515-П29;14.64
250517-П29;13.42
250615-П29;9.76
250636-П29;17.08
250638-П29;12.2
251086-П29;4.88
252006-П29;4.88
252016-П29;15.86
252134-П2;2.44
252135-П2;2.44
252136-П2;10.98
252137-П2;14.64
252138-П2;17.08
252156-П2;2.44
310239-П29;456.28
42 7891 0022;13415.119999999999
45 9556 1057;29.28
6561.1030232-10;25173.48
6581.1030232-10;28245.44
8401.1030232;27601.28
6562.3902020-10 КДС;403.82
6581.3902020-10 КДС;437.98
7511.3902020;786.9
8.8396;218.38
8.8401;85.39999999999999
8.8405;57.339999999999996
8.8771;356.24
8.8874;412.36
238АК-4611212;4760.44
8.8972;165.92
8.8973;9.76
8.8991;229.35999999999999
8.8992;195.2
8.8994;151.28
8.8995;7.32
8.9128;219.6
8.9209;12.2
8.9211;43.92
8.9213;52.46
8.9237;79.3
8.9483;18.3
8.9546;52.46
8.9674;123.22
9.1332;1665.3
8.9759;64.66
9.0046;1108.98
236-1005178-А1;328.18
236-1005180-А1;256.2
840.1104514;58.56
840.1104446;183
0905.1702010;17637.54
0905.1702047;5289.92
0905.1702125;2230.16
0905.1702200-22;18290.239999999998
1205.1701127;9093.88
1205.1701131;7808
1205.1702039;5895.04
1205.1702064;988.1999999999999
1205.1702074;692.96
12059.1701100;296200.14
12059.1701105;27663.5
12059.1701554;1366.3999999999999
12059.1701048;11609.52
1509.1701047;54433.96
1509.1702021;6425.74
1509.1702039;6396.46
1609.1701047;54532.78
1609.1701100;285076.18
1609.1701132;8593.68
181.4200130-10;10955.6
182.1601090-03;25197.88
182.1601130-82;17494.8
183.1601006;27058.38
183.1601090-03;25166.16
184.1601218;29.28
184.4200079-10;6830.78
200-1702159-А;373.32
200272-П29;26.84
200273-П2;18.3
200320-П29;43.92
200321-П29;24.4
200324-П29;56.12
200326-П29;54.9
200379-П29;92.72
200397-П29;96.38
200401-П29;96.38
200407-П29;114.67999999999999
200411-П29;114.67999999999999
200455-П29;62.22
200460-П29;68.32
201.1708245;42.699999999999996
201-1006254;14.64
201-1307061-А;17.08
201416-П29;4.88
201418-П29;6.1
201422-П29;10.98
201452-П29;10.98
201456-П29ГМ;13.42
201473-П29;15.86
201474-П29;6.1
201505-П29;40.26
201565-П29;62.22
201567-П29;50.019999999999996
201680-П29;48.8
201687-П29;324.52
202119-П2;30.5
204-1108058;3.66
204-1308054;57.339999999999996
204А-1117125;4.88
206Д-1011055-А2;252.54
210-1701210-А4;814.96
214Т-3902057;40.26
216234-П29;244
216239-П29;17.08
216259-П29;24.4
216284-П29;63.44
216344-П2;92.72
216459-П29;204.96
216531-П29;265.96
216533-П29;78.08
216554-П29;209.84
216594-П29;62.22
220048-П29;2.44
220050-П29;2.44
220077-П2;2.44
220086-П29;2.44
2361.1701200-11;3674.64
2361.1701205-10;3296.44
2361.1701205-11;3467.24
236-1002175;757.62
236-1002256-В4;4646.98
236-1003114-В;34.16
236-1003257;6002.4
236-1003260-Б;2745
236-1003261-В;3789.3199999999997
236-1003262;4366.38
236-1003288-А3;6829.5599999999995
236-1003289-А3;6459.9
236-1005115-Р;41682.52
236-1007015-В5;976
236-1007090-Б4;2048.38
236-1007088-Б4;2150.86
236-1007140-В2;1398.12
236-1007182-Б;905.24
236-1011060;1733.62
236-1011202-А;2493.68
236-1011217-В2;602.68
236-1011293-В;869.86
236-1011358-А;10.98
236-1011364-Б;1004.06
236-1011371;81.74
236-1011400-Г2;1511.58
236-1012058;65.88
236-1028185;1883.68
236-1028224;4.88
236-1028242;1632.36
236-1029240;151.28
236-1104630;111.02
236-1106285;4.88
236-1109120;256.2
236-1306080-Б;755.18
236-1306084-А;613.66
236-1306084-А1;300.12
236-1306084-Б;1604.3
236-1306084-Б1;732
236-1307304-А;1550.62
236-1701047-10;52743.04
236-1701048-10;30024.2
236-1701075-А;10.98
236-1701228-Б;45.14
236-1701233-А2;95.16
236-1702015-Б2;9002.38
236-1702127-А;36.6
236-1704017-А2;4.88
236-1704088-Б;1823.8999999999999
236-1704128-01;270.84
236-3509316-В;1448.1399999999999
236-3701025-В;269.62
236-3802069-Б;2.44
236А-1011400;2479.04
236БЕ-1008042;5219.16
236БЕ-1008043;6157.34
236БЕ-1008482;8601
236БЕ-1115032-Ж;8089.82
236БЕ-1118220-Е;3053.66
236БЕ-1118340-Е;1927.6
236Д-1005026;3483.1
187.4200114;7232.16
236Д-1005122;8457.039999999999
236Д-3701790;311.09999999999997
236ДК-1002203;29034.78
236К-4200012;51174.119999999995
236К-4200130;12214.64
236К-4200140-10;473.36
236К-4200215;2538.82
236Л-1701047;42187.6
236Л-1701100;67623.38
236Н-1701025-Б;17890.079999999998
236Н-1701030-В;10767.72
236Н-1701047;40536.94
236НД2-1118220;2687.66
236НД2-1118220-Б;2691.32
236НД2-1118226;968.68
236НД2-1118226-Б;973.56
236НЕ-1308011-Ж;16724.98
236НЕ-1308780;35.38
236НЕ2-1009010;12096.3
236Т-1308012-А4;2790.14
236У-1701100;74495.64
2381.1701025;24469.54
2381.1701026;2089.86
2381.1701026-Г;2569.32
2381.1701026-Д;2575.42
2381.1701026-Е;2577.86
2381.1701041;7635.98
238-1003261-В2;5077.64
238-1003262;5250.88
238-1005115-Р;40863.9
238-1601006;27956.3
238-1601006-Г;26680.18
238-1601007;20963.26
238-1601007-В;20134.88
238-1601015-Б;19709.1
238-1721255-03;2169.16
238-1721258;473.36
238-1723026-02;4.88
238-1723029-Б;3.66
238-1723044;315.98
2382-1702222;3325.72
238АК-1002269-ГМ;417.24
238АК-1005516;35.38
238АК-1308121;997.9599999999999
238Б-1011058;53.68
238Б-1011066;107.36
238Б-1115012-В;9073.14
238БВ-1009010;10690.86
238БК-1115032;8470.46
238БК-1115132;369.65999999999997
238БК-1118245;1727.52
238БК-1118385;148.84
238ДК-1308025;6385.48
238ДК-4200110;735.66
238М-1723037;20.74
238Н-1017318;13.42
238Н-1601042;18.3
238Н-1601044;13.42
238Н-1722063;3.66
238Н-1723010-01;10781.14
238Н-1723036-01;4.88
238Н-1723045;307.44
238Н-1723047;47.58
238Н-1723048;2.44
238Н-1723049;2.44
238Н-1723170;20.74
238НБ-1001017;2906.04
238НБ-1017045-Б2;387.96
238НБ-1017071;15.86
238НБ-1118405-Б2;174.46
238НБ-1118411;71.98
238НД5-1001017;3042.68
238П-1005061-Б;4416.4
238У-1601008;21902.66
238У-1601008-В;21753.82
238У-1721242;1494.5
238Ф-1009010-В;9159.76
238Ф-1011399-А3;3014.62
239.1701025-10;20356.92
239.1701100;144521.19999999998
239.1702021;5902.36
239.1702039;5919.44
239.1702206;6154.9
239.1708230;1843.42
239.1721004-03;110989.5
239.1721004-12;110971.2
2391.1701100;131383.02
2391.1702121;1068.72
2393.1721004;195237.82
2393.1721004-10;119428.23999999999
240-1002260-В;20499.66
240-1005579-Б;7000.36
240-1005681;56.12
240-1011020-А;1882.46
240-1011021-А;1421.3
240-1017010-Б2;5612
240-1017048-Б;64.66
240-1017078-А;1927.6
240-1017100;17.08
240-1104368;4.88
240-1029170;3849.1
840.1029170;1937.36
240-1029314;12.2
240-1014120-А;68.32
240-1029320-Б;48.8
240-1104440-Б;164.7
240-1303018;29.28
240-1305013-Б;1065.06
240-1305025;65.88
240-1305030-Б;29.28
240-1305036;34.16
240-1305044;4.88
240-1307085-А;1211.46
240Б-1002260-Б;20627.76
240Б-1011399-А2;2232.6
240Б-1303178;1363.96
240Б-1307085;1080.92
240Н-1008504-А;68.32
240Н-1011092;3241.54
240Н-1011268-Б;3983.2999999999997
240Н-1011274;4.88
240Н-1017010-Б2;6373.28
240Н-1022860;20.74
240Н-1115048-Б;905.24
240Н-1115210;15.86
240Н-1117010-А;3067.08
240Т-1009050-Б;305
240Т-1009051-Б;279.38
25 3111 2023;12.2
25 3111 2066;18.3
25 3111 2076;29.28
25 3111 2188;108.58
25 3111 2192;96.38
25 3111 2228;87.84
25 3111 2302;98.82
25 3111 2511;78.08
25 3111 2566;54.9
25 3111 2624;18.3
25 3111 2666;24.4
25 3111 6264;156.16
25 6421 1301;384.3
25 6421 1402;267.18
25 6421 1403;951.6
250510-П29;6.1
250512-П2;19.52
250514-П29;18.3
250561-П29;2.44
250565-П29;68.32
250975-П2;76.86
252002-П29;6.1
252007-П29;7.32
252139-П2;15.86
252154-П2;3.66
252155-П2;861.3199999999999
252161-П2;10.98
258003-П29;3.66
258013-П29;34.16
258039-П29;3.66
258056-П29;7.32
258259-П29С;17.08
258282-П;26.84
262520-П29ГМ;174.46
288026-П29С;34.16
310001-П2;428.21999999999997
310012-П29;169.57999999999998
310025-П29;452.62
310035-П29;2288.72
310044-П29ГМ;259.86
310049-П;1171.2
310129-П2;35.38
310130-П2;41.48
310219-П29ГМ;52.46
310235-П29;3.66
310458-П29;48.8
311402-П2;1501.82
311416-П2;512.4
311526-П2;230.57999999999998
311906-П;1298.08
311912-П2;614.88
312210-П29;24.4
312324-П29;106.14
312334-П34;56.12
312357-П;31.72
312359-П29;23.18
312394-П2;48.8
312434-П;4.88
312692-П;125.66
312693-П2;268.4
312696-П29;34.16
313858-П;45.14
313862-П;42.699999999999996
313863-П;12.2
313869-П;15.86
313872-П;71.98
313874-П;12.2
313875-П;26.84
313876-П;64.66
313879-П;123.22
313881-П;259.86
313883-П;2.44
313885-П;93.94
313893-П;9.76
313894-П;48.8
313958-П;12.2
313985-П;29.28
313986-П;34.16
313987-П;18.3
313988-П;35.38
313991-П;18.3
313994-П;109.8
313999-П;54.9
314132-П2;239.12
316105-П29;230.57999999999998
316114-П29;79.3
316144-П2;485.56
316166-П;14.64
316181-П29;196.42
316195-П29;1604.3
316198-П29;218.38
316198-П29ГМ;218.38
316601-П2;396.5
316608-П2;284.26
316609-П29;381.86
316610-П29;387.96
316611-П29;451.4
316621-П29;96.38
316622-П29;429.44
316632-П29;483.12
318-85438;48.8
33.1702236;251.32
330.1702211;3568.5
330.1702214;1365.18
336.1701039;6777.099999999999
336.1702106;48.8
336.1702211-40;4033.3199999999997
336.1702214-40;1595.76
850.1002290;3921.08
336.1702233;162.26
336.1702243-20;2141.1
336.1704015;2742.56
336.1704050;102.48
336.1704088;1694.58
3361.1701240;6019.48
379737-П29;522.16
42.1111385-01;17.08
45 7375 1959;94020.52
45 7375 1968;63712.06
850.3708010-02;53566.54
45 7382 5365;612.4399999999999
45 7382 6592;195.2
45 7382 6651;2809.66
4573827-162;4782.4
45 9167 4007;24.4
45 9167 5005;50.019999999999996
45 9318 1126;122
45 9327 6141;164.7
45 9328 1200;505.08
45 9347 6523;107.36
45 9348 1557;62.22
45 9348 6561;61
45 9378 6163;17.08
45 9348 6738;325.74
45 9348 1666;62.22
45 9824 6256;156.16
45 9843 6413;104.92
45 9931 1132;15.86
46 1212 3774;290.36
46 9118 3960;2.44
46 9118 4560;3.66
46 9118 5560;4.88
46 9118 6660;9.76
46 9118 7960;24.4
6561.1030232-20;24629.36
6561.1115032;5448.5199999999995
6561.1130136-10;495.32
6561.1130150;577.06
6561.3724130;174.46
6561.3724140;218.38
6562.1104351;117.12
6562.1104358;117.12
6562.1104440;71.98
6562.1104440-10;81.74
6562.3724129;467.26
6565.1014196;12447.66
6565.1014216;1123.62
6565.1014266;451.4
6565.1112388;1962.98
6565.1112312;1226.1
6565.1115059;546.56
6565.1117152;383.08
6565.3724126;183
6565.3763132;481.9
65652.1115014;5820.62
65801.1005061-20;25221.059999999998
65654.1005061;14247.16
65854.1005061;20039.72
65654.1005115;44666.64
658.1008022-10;8681.52
658.1008025;9797.82
658.1008025-10;10473.699999999999
658.1008026;10810.42
658.1008026-10;9845.4
658.1008042;8392.38
658.1008042-10;9160.98
658.1008043;8956.02
658.1008043-10;9840.52
658.1008482;13879.94
658.1008482-10;16365.08
658.1009002;973.56
658.1009050;298.9
850.1009047;2020.32
658.1012015;4216.32
658.1118385;1168.76
658.3701794;821.06
6581.1009059;1022.36
6581.1115032;5958.48
6582.1014196;12250.02
6582.1014216-01;1510.36
6585.1014142;1769
6585.1014196;12362.26
6585.1014216;1177.3
6585.1014266;694.18
6565.1104357;124.44
6585.1022815;129.32
6585.1104354;125.66
6585.1104359;344.04
65804.1104415;1295.6399999999999
6585.1104415;1237.08
6585.1111322;106.14
6585.1115020;7206.54
6585.1115020-10;7476.16
6585.1115021;7923.9
6585.1115021-10;7898.28
6585.3724126;198.85999999999999
6585.3763130;2275.2999999999997
6585.3763130-10;1432.28
6585.3763132;479.46
65854.8114114;12080.44
740.1108040;56.12
7511.1029135-10;1017.48
7511.1306084-01;538.02
7511.1306084-02;348.92
7511.1307111;370.88
7511.1307180;1600.6399999999999
7511.1307184-01;441.64
7511.1308025-40;3463.58
7511.3509111;334.28
7511.3509194;71.98
7511.3509308;772.26
7511.3509312;1701.8999999999999
7514.1111558-20;961.36
7601.1111558;3222.02
7601.1115059;702.72
7601.1303134-10;2285.06
7601.1303137-10;1154.12
7601.1303142;54.9
7601.1303130;10984.88
7601.1303160;14450.9
7601.1303162;7204.099999999999
7601.1306080-20;6629.48
7601.1306084-01;890.6
7601.1306084-02;411.14
8.8246;328.18
8.8247;811.3
8.8258;21.96
8.8281;364.78
8.8323;3605.1
8.8387;146.4
8.8389;281.82
8.8393;67.1
8.8394;315.98
8.8397;157.38
8.8514;17677.8
8.8515;10.98
8.8682;13814.06
8.8847;2277.74
8.8848;3912.54
8.8849;1041.8799999999999
8.8934;405.03999999999996
8.8948;2.44
8.8979;12555.02
8.8980;13045.46
8.8981;89.06
8.8986;30277.96
8.9062;24.4
8.9075;20647.28
8.9079;616.1
8.9080;190.32
8.9085;252.54
8.9089 ГМ;43.92
8.9101;24.4
8.9104;50.019999999999996
8.9106;35.38
8.9109;20.74
8.9110;51.24
8.9127;186.66
8.9153;18392.72
8.9154;9.76
8.9163;8979.199999999999
8.9168;297.68
8.9187;54.9
8.9226;14.64
8.9229;24.4
8.9234;30.5
8.9238;41.48
8.9239;43.92
8.9240;65.88
8.9326;10.98
8.9327;15.86
9.0263;31.72
8.9332;13.42
8.9356;15.86
8.9359;21.96
8.9372;39.04
8.9384;1400.56
8.9401;13.42
8.9409;470.92
8.9418;80.52
8.9424;11820.58
8.9434;10.98
8.9467;28807.86
8.9469;24919.72
8.9470;111.02
8.9471;137.85999999999999
8.9491;53.68
8.9512;28694.399999999998
43006.1601090;23859.54
43036.1601130;18840.46
43006.1601180;6801.5
8.9526;273.28
8.9633;866.1999999999999
8.8671;756.4
8.9634;756.4
8.9636;129.32
8.9667;2070.34
43006.1601130-05;21501.28
8.9697;29488.62
236НЕ2-1308010;24997.8
236БЕ2-1308010;23367.88
236БК-1308010;23367.88
236БИ-1308010;23367.88
6585.1308010;122262.3
7511.1308010;23855.88
7514.1308010;26242.2
8.9801;1260.26
8.9802;1013.8199999999999
8.9901;923.54
8.9925;222.04
8.9926;134.2
8.9928;225.7
9.0635;57.339999999999996
9.0637;61
9.0638;67.1
9.0641;87.84
8.9598;89.06
8.9929;142.74
8.9980;2949.96
80.1111169-01;469.7
840.1001017;9342.76
840.1002314;268.4
840.1002437;3.66
840.1004062;1310.28
840.1004064;440.42
840.1005023;1916.62
840.1005186;780.8
840.1005187;727.12
840.1005440;13908
840.1005525;1470.1
840.1005674;3668.54
840.1005678;3053.66
840.1007010-21;1394.46
840.1007012-23;3867.4
840.1007174-02;2704.74
840.1007174-20;2704.74
840.1007176-02;2625.44
840.1007176-20;2625.44
840.1007180-10;9404.98
840.1007258;40.26
840.1003466;2738.9
840.1009010-10;78986.45999999999
850.1009010;29796.059999999998
840.1009140;81.74
840.1009143;10.98
840.1011366;7.32
840.1011398-10;3651.46
840.1011430;4.88
840.1011544;10.98
840.1014107;1533.54
840.1014107-10;1484.74
840.1014136;61
840.1014182;3450.16
840.1022860;34.16
840.1028025;10.98
840.1029142;655.14
840.1029286-10;8304.539999999999
840.1029288-10;2192.34
840.1108045;1880.02
840.1108072;575.84
840.1112400-10;2352.16
840.1112410-11;2409.5
840.1112420-10;2330.2
840.1112430-10;2330.2
840.1112440-10;2330.2
840.1112450-10;2330.2
840.1112460-10;2330.2
840.1112480-10;2319.22
840.1112490-10;2644.96
840.1112500-11;2629.1
840.1112510-10;2644.96
840.1112522;107.36
840.1112528;103.7
840.1104484;21.96
840.1112534;54.9
840.1112546;613.66
840.1112548;62.22
840.1117030-01;315.98
840.1303024;4.88
855.1303024;20.74
840.1303150;7603.04
840.1303162;450.18
840.1303272;30.5
840.1307180;2871.88
840.1307206;1326.1399999999999
840.3509294;334.28
840.3509403-10;10.98
840.3701706;342.82
840.3701712;374.53999999999996
840.3701716;1538.42
840.3701718-01;3007.2999999999997
840.3813856;3.66
8401.1004001-01;16749.38
8401.1013600;74644.48
8401.1013600-10;75048.3
8401.1013604;276.94
8401.1013700;642.9399999999999
8401.1115025;8786.44
8401.1115334;23.18
8401.1118208-30;6418.42
8401.1118385-01;1568.92
8401.1170048-01;989.42
8401.1170212-40;29309.28
8401.1170256-01;762.5
8401.1170294-10;4241.94
8401.1170324;32.94
8401.1303172;69.53999999999999
8401.1303179;5472.92
8401.1303279;5156.94
8401.1303279-10;5061.78
8401.1303280;4961.74
8401.1303283-10;3745.4
8401.1303295-10;3225.68
8401.1303299-10;3337.92
8401.1303314;53.68
8401.3509279;684.42
8401.3509401;10.98
8401.3509436;2.44
8401.3708704-10;2296.04
841.1002350;996.74
841.1002351;996.74
841.1002513;3.66
841.1029588;954.04
842.1005121;6235.42
842.1009126;18.3
842.1022815;179.34
842.1305028;326.96
845.1002260-01;77806.72
845.1005589;2348.5
845.1013600-01;82885.58
845.1013600-10;82885.58
845.1130150;872.3
845.1303105-10;12346.4
845.1303162;19512.68
845.1303167;6209.8
845.1303167-01;2598.6
845.1303206;9165.86
845.1303208;10360.24
845.1303322;14735.16
845.1303323;190.32
845.1307010;42797.6
855.1307010-10;42122.94
845.1307095;1283.44
845.1308754-10;962.5799999999999
845.1309063;263.52
845.1309070-10;294.02
65802.1308102;29391.02
65802.3701782-10;11672.96
65802.3701784-10;15755.08
845.3701051;4987.36
845.3701774;1514.02
851.3724010;30055.92
845.3724010;26345.899999999998
846.1029220;62209.02
847.1104433;978.4399999999999
847.1118220;2754.7599999999998
847.1118221;2754.7599999999998
847.1303087;5626.64
847.1303155;6719.76
850.1002260;72305.74
850.1002264;54898.78
850.1002518;330.62
850.1002520;34.16
850.1005589;4444.46
850.1012192;485.56
850.1013091;231.79999999999998
850.1013600-10;79096.26
850.1013620;26907.1
850.1029100;27196.239999999998
850.1029175;6175.639999999999
840.1003434;106.14
850.1029296;97.6
850.1108047-01;18.3
850.1108050;1355.42
850.1117144;111.02
850.1117204;664.9
850.1303098-10;1193.16
850.1303099;29.28
855.1002024;721.02
855.1002040;1396.8999999999999
855.1029205;854
855.1303040;96.38
855.1115288;198.85999999999999
855.1115294;552.66
85504.1002268;236.68
85504.1115296;192.76
85504.3707652-12;4191.92
85504.3707622-04;10923.88
85504.3707640;21551.3
85504.4407010;354932.16
85504.4413037;136171.52
850.1303186;3961.3399999999997
850.1307090-01;247.66
850.1309010;8152.04
850.1309068;769.8199999999999
850.1309071;1409.1
8501.1115232;135.42
8502.1002312;63823.08
8502.1002312-28;64148.82
8502.1005118;97956.23999999999
8502.1012010-10;23855.88
8502.1012015;23470.36
8502.1012015-10;23078.739999999998
8502.1012192-01;498.97999999999996
8502.1012192-10;527.04
8502.1111322-28;535.58
8502.1130142-28;784.46
8502.1303105-28;11851.08
6585.3724010-04;9418.4
8502.3724010-28;12589.18
855.1008016;12474.5
855.1008022;12140.22
855.1008025;9189.039999999999
855.1008026;8554.64
855.1008044;4378.58
855.1008131;4077.24
855.1008132;4154.1
855.1008085;456.28
874505-П29;12.2
9.0610;84.17999999999999
9.1119;2920.68
9.1157;2558.34
9.1162;139.07999999999998
9.1165;74.42
9.1187;2677.9
9.1287;1077.26
9.1343;455.06
9.1550;2814.54
9.1551;5847.46
9.1552;3956.46
9.1553;7798.24
ЧР-10114-1;21289
ЧР-10557;2385.1
ЧР-9798-10;2580.2999999999997